"1411 - Kabinet predsednika vlade, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"7890"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	40002	"LCD zaslon 19"""	4	"Računalniški zasloni"	8	130	1040	
	"7890"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	3	300	900	
	"7890"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	70003	"Optični čitalnik  A4 s podajalcem"	7	"Optični čitalniki"	2	1067	2134	
	"7890"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310007	"Vzdrževanje licenčne programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	31	"vzdrževanje licenc"	1	13226	13226	"pogodba - nakup licenc Microsoft Enterprise Agreement 6.6."
"Skupaj (EUR):"	164000											
												
"2711 - Ministrstvo za zdravje, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2913"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	30	450	13500	
	"2913"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	10	1500	15000	
	"2913"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	40003	"LCD zaslon 202"	4	"Računalniški zasloni"	10	350	3500	
	"2913"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	1	3500	3500	"Barvni, A3"
	"2913"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	1	1500	1500	"Barvni, A4"
	"2913"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	15	300	4500	
	"2913"	"Investicije in investicijsko vzdrževanje državnih organov"	420222	"Nakup strežnikov in diskovnih sistemov"	230003	"Ostalo"	23	"Strežniki"	1	73100	73100	
	"2913"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	30005	"Ostalo"	3	"Ročni računalniki"	1	5000	5000	"GSM"
	"2913"	"Investicije in investicijsko vzdrževanje državnih organov"	420248	"Nakup aktivne mrežne in komunikacijske opreme"	120007	"Ostalo"	12	"Aktivna mrežna oprema"	1	5000	5000	
	"2913"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310009	"Ostalo"	31	"vzdrževanje licenc"	40	500	20000	
	"2913"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	310009	"Ostalo"	31	"vzdrževanje licenc"	1	47262	47262	
	"2913"	"Investicije in investicijsko vzdrževanje državnih organov"	420806	"Analize, študije in načrti z informacijskega področja"	430009	"Ostalo"	43	"Zunanje izvajanje nalog"	1	"16899,69"	"16899,69"	
	"3347"	"Materialni stroški"	402007	"Računalniške storitve"	360020	"Ostalo"	36	"Analiza, načrtovanje in dokumentiranje"	1	20000	20000	
	"3347"	"Materialni stroški"	402011	"Storitve informacijske podpore uporabnikom"	360020	"Ostalo"	36	"Analiza, načrtovanje in dokumentiranje"	1	15000	15000	
	"3347"	"Materialni stroški"	402510	"Tekoče vzdrževanje komunikacijske opreme"	400024	"Ostalo"	40	"Vzdrževanje strojne opreme"	1	10000	10000	
	"3347"	"Materialni stroški"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	360020	"Ostalo"	36	"Analiza, načrtovanje in dokumentiranje"	1	2400	2400	
	"3347"	"Materialni stroški"	402514	"Tekoče vzdrževanje licenčne programske opreme"	360020	"Ostalo"	36	"Analiza, načrtovanje in dokumentiranje"	1	7000	7000	
	"3347"	"Materialni stroški"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	360020	"Ostalo"	36	"Analiza, načrtovanje in dokumentiranje"	1	7000	7000	
	"3347"	"Materialni stroški"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	360020	"Ostalo"	36	"Analiza, načrtovanje in dokumentiranje"	1	40000	40000	"Konzorcij"
	"3347"	"Materialni stroški"	402607	"Najem programske računalniške opreme"	410007	"Ostalo"	41	"Vzdrževanje programske opreme"	1	19000	19000	
	"3347"	"Materialni stroški"	402941	"Izdatki za izobraževanje zaposlenih z informacijskega področja"	440006	"Ostalo"	44	"Izobraževanje (na daljavo, uporabnikov, specialistično)"	1	15000	15000	
	"3995"	"Komisija za medicinsko etiko"	402514	"Tekoče vzdrževanje licenčne programske opreme"	360020	"Ostalo"	36	"Analiza, načrtovanje in dokumentiranje"	1	6000	6000	
	"5841"	"Informatika v zdravstvu"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410005	"Vzdrževanje programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	41	"Vzdrževanje programske opreme"	1	167498	167498	
	"5841"	"Informatika v zdravstvu"	402607	"Najem programske računalniške opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	162321	162321	
	"5841"	"Informatika v zdravstvu"	402607	"Najem programske računalniške opreme"	440002	"Izvajanje uporabniškega izobraževanja"	44	"Izobraževanje (na daljavo, uporabnikov, specialistično)"	1	81943	81943	
	"5841"	"Informatika v zdravstvu"	420202	"Nakup strojne računalniške opreme"	230001	"Aplikativni strežniki"	23	"Strežniki"	260	"1786,82"	"464573,2"	
	"5841"	"Informatika v zdravstvu"	420703	"Nakup licenčne programske opreme"	310001	"Vzdrževanje licenčnih aplikativnih informacijskih sistemov"	31	"vzdrževanje licenc"	1	199907	199907	
	"5841"	"Informatika v zdravstvu"	420806	"Analize, študije in načrti z informacijskega področja"	360014	"Izdelava študije izvedljivosti"	36	"Analiza, načrtovanje in dokumentiranje"	1	26413	26413	
	"6854"	"Krepitev institucionalne usposobljenosti na področju zdravja in zdravstvenega varstva - Evropski socialni sklad - 07-13 - EU"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410005	"Vzdrževanje programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	41	"Vzdrževanje programske opreme"	1	100470	100470	
	"6854"	"Krepitev institucionalne usposobljenosti na področju zdravja in zdravstvenega varstva - Evropski socialni sklad - 07-13 - EU"	402607	"Najem programske računalniške opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	4	"627936,5"	2511746	
	"6854"	"Krepitev institucionalne usposobljenosti na področju zdravja in zdravstvenega varstva - Evropski socialni sklad - 07-13 - EU"	402941	"Izdatki za izobraževanje zaposlenih z informacijskega področja"	440002	"Izvajanje uporabniškega izobraževanja"	44	"Izobraževanje (na daljavo, uporabnikov, specialistično)"	29	4677	135633	
	"6854"	"Krepitev institucionalne usposobljenosti na področju zdravja in zdravstvenega varstva - Evropski socialni sklad - 07-13 - EU"	420202	"Nakup strojne računalniške opreme"	160004	"Usmerjevalnik večfunkcijski"	16	"Usmerjevalniki"	587	"1789,2"	"1050260,4"	
	"6854"	"Krepitev institucionalne usposobljenosti na področju zdravja in zdravstvenega varstva - Evropski socialni sklad - 07-13 - EU"	420202	"Nakup strojne računalniške opreme"	230001	"Aplikativni strežniki"	23	"Strežniki"	1	31908	31908	
	"6854"	"Krepitev institucionalne usposobljenosti na področju zdravja in zdravstvenega varstva - Evropski socialni sklad - 07-13 - EU"	420703	"Nakup licenčne programske opreme"	310001	"Vzdrževanje licenčnih aplikativnih informacijskih sistemov"	31	"vzdrževanje licenc"	3	"489553,33"	"1468659,99"	
	"6854"	"Krepitev institucionalne usposobljenosti na področju zdravja in zdravstvenega varstva - Evropski socialni sklad - 07-13 - EU"	420806	"Analize, študije in načrti z informacijskega področja"	360014	"Izdelava študije izvedljivosti"	36	"Analiza, načrtovanje in dokumentiranje"	1	42700	42700	
	"6971"	"Krepitev institucionalne usposobljenosti na področju zdravja in zdravstvenega varstva - Evropski socialni sklad - 07-13 - slovenska udeležba"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410005	"Vzdrževanje programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	41	"Vzdrževanje programske opreme"	1	17730	17730	
	"6971"	"Krepitev institucionalne usposobljenosti na področju zdravja in zdravstvenega varstva - Evropski socialni sklad - 07-13 - slovenska udeležba"	402607	"Najem programske računalniške opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	4	"110812,25"	443249	
	"6971"	"Krepitev institucionalne usposobljenosti na področju zdravja in zdravstvenega varstva - Evropski socialni sklad - 07-13 - slovenska udeležba"	402941	"Izdatki za izobraževanje zaposlenih z informacijskega področja"	440002	"Izvajanje uporabniškega izobraževanja"	44	"Izobraževanje (na daljavo, uporabnikov, specialistično)"	5	4787	23935	
	"6971"	"Krepitev institucionalne usposobljenosti na področju zdravja in zdravstvenega varstva - Evropski socialni sklad - 07-13 - slovenska udeležba"	420202	"Nakup strojne računalniške opreme"	160004	"Usmerjevalnik večfunkcijski"	16	"Usmerjevalniki"	104	"1782,12"	"185340,48"	
	"6971"	"Krepitev institucionalne usposobljenosti na področju zdravja in zdravstvenega varstva - Evropski socialni sklad - 07-13 - slovenska udeležba"	420202	"Nakup strojne računalniške opreme"	230001	"Aplikativni strežniki"	23	"Strežniki"	1	5631	5631	
	"6971"	"Krepitev institucionalne usposobljenosti na področju zdravja in zdravstvenega varstva - Evropski socialni sklad - 07-13 - slovenska udeležba"	420703	"Nakup licenčne programske opreme"	310001	"Vzdrževanje licenčnih aplikativnih informacijskih sistemov"	31	"vzdrževanje licenc"	3	"86391,67"	"259175,01"	
	"6971"	"Krepitev institucionalne usposobljenosti na področju zdravja in zdravstvenega varstva - Evropski socialni sklad - 07-13 - slovenska udeležba"	420806	"Analize, študije in načrti z informacijskega področja"	360014	"Izdelava študije izvedljivosti"	36	"Analiza, načrtovanje in dokumentiranje"	1	7535	7535	
"Skupaj (EUR):"	5141362											
												
"2713 - Zdravstveni inšpektorat RS, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2915"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10001	"Ekonomični osebni računalnik"	1	"Osebni računalniki"	30	600	18000	
	"2915"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	17	1000	17000	
	"2915"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	16	325	5200	"Sredstva za nakup tisklanikov iz konta 420224 (Sappra)"
	"2915"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	70003	"Optični čitalnik  A4 s podajalcem"	7	"Optični čitalniki"	6	800	4800	"Sredstva za nakup skenerjev iz konta 420224 (Sappra)"
	"2915"	"Investicije in investicijsko vzdrževanje državnih organov"	420222	"Nakup strežnikov in diskovnih sistemov"	240006	"Sistem diskovni baziran na iSCSI"	24	"Sistemi za shranjevanje podatkov"	1	5000	5000	
	"2915"	"Investicije in investicijsko vzdrževanje državnih organov"	420248	"Nakup aktivne mrežne in komunikacijske opreme"	120001	"L2/L3/L4 Stikalna oprema "	12	"Aktivna mrežna oprema"	10	1000	10000	
	"2915"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310001	"Vzdrževanje licenčnih aplikativnih informacijskih sistemov"	31	"vzdrževanje licenc"	7	1000	7000	
	"2915"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	54	500	27000	
	"2915"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310008	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	31	"vzdrževanje licenc"	3	14633	43899	
"Skupaj (EUR):"	803195											
												
"2715 - Urad RS za kemikalije, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3522"	"Zagotavljanje kemijske varnosti"	420704	"Nakup druge (nelicenčne) programske opreme"	410002	"Dopolnjevanje informacijskih aplikativnih sistemov"	41	"Vzdrževanje programske opreme"	1	43500	43500	"Nadgradnja aplikacije ISK"
	"3522"	"Zagotavljanje kemijske varnosti"	420806	"Analize, študije in načrti z informacijskega področja"	410002	"Dopolnjevanje informacijskih aplikativnih sistemov"	41	"Vzdrževanje programske opreme"	1	43500	43500	"Nadgradnja aplikacije ISK"
	"6176"	"Materialni stroški"	402007	"Računalniške storitve"	360020	"Ostalo"	36	"Analiza, načrtovanje in dokumentiranje"	1	4540	4540	
	"6176"	"Materialni stroški"	402510	"Tekoče vzdrževanje komunikacijske opreme"	350005	"Vzdrževanje in podpora informacijskih sistemov"	35	"Vzdrževanje in podpora"	1	10600	10600	"računalniška mreža"
	"6176"	"Materialni stroški"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	350005	"Vzdrževanje in podpora informacijskih sistemov"	35	"Vzdrževanje in podpora"	1	200	200	"Spletna aplikacija biomonitoring"
	"6176"	"Materialni stroški"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	350005	"Vzdrževanje in podpora informacijskih sistemov"	35	"Vzdrževanje in podpora"	1	800	800	"Aplikacija mandatne kazni"
	"6176"	"Materialni stroški"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400024	"Ostalo"	40	"Vzdrževanje strojne opreme"	1	5480	5480	
	"6176"	"Materialni stroški"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	350011	"Ostalo"	35	"Vzdrževanje in podpora"	1	20000	20000	"Vključno ISK"
	"6176"	"Materialni stroški"	402607	"Najem programske računalniške opreme"	420004	"Ostalo"	42	"Zunanje izvajanje storitev"	1	1200	1200	
	"6279"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	8	600	4800	
	"6279"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	40002	"LCD zaslon 19"""	4	"Računalniški zasloni"	8	150	1200	
	"6279"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	120001	"L2/L3/L4 Stikalna oprema "	12	"Aktivna mrežna oprema"	2	900	1800	"Stikalo računalniških priključkov (24)"
	"6279"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	250001	"UPS do 5 KVA"	25	"Sistemi za neprekinjeno napajanje"	1	2000	2000	"Baterija za strežnike"
	"6279"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	800	800	"Oracle baza"
	"6279"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	200	200	"ARC Serve program"
	"6279"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	1500	1500	"Chem Ges program"
	"6279"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	2000	2000	
	"6279"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	410002	"Dopolnjevanje informacijskih aplikativnih sistemov"	41	"Vzdrževanje programske opreme"	1	10700	10700	"dopolnila aplikacije ISK"
"Skupaj (EUR):"	59600											
												
"2717 - Uprava RS za varstvo pred sevanji, verzija: 7"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2319"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	1	800	800	
	"2319"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	40003	"LCD zaslon 202"	4	"Računalniški zasloni"	1	200	200	
	"2319"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	100016	"Ostalo"	10	"Oprema za podporo večpredstavnosti"	2	100	200	"GSM"
	"2319"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310009	"Ostalo"	31	"vzdrževanje licenc"	1	500	500	
"Skupaj (EUR):"	87262											
												
"3111 - Ministrstvo za javno upravo, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
